1 704.746031459 4223.14392509 827.310558669 232.869557467 
8 5791.9718461 34744.5959459 6799.27129759 1429.07532338 
16 11478.7694593 68893.0286311 13475.0771914 3242.34266991 
32 14714.757739 88378.5893074 17273.8460414 3697.55751593 
