1 1863.46299797 4968.17527312 2484.48490711 541.206785451 
8 14813.1924765 39546.6473742 19749.8706302 2777.09843144 
16 30008.7932862 80183.3576878 40009.5918628 6480.75322511 
32 35570.8097006 95163.3431246 47425.2184943 5811.50955426 
