1 1602.7467068 2570.82794539 2307.08313019 1502.19815066 
8 12768.8237235 20399.9480373 18380.1580624 11061.0768397 
16 25774.2669035 41069.4560313 37100.9193866 21674.3641178 
32 30254.6628898 48051.7176405 43550.2516191 24726.8049908 
