1 1934.35456973 4570.98864463 2637.58359198 629.017003609 
8 15131.9378397 35801.499918 20633.1101781 3932.58502671 
16 31022.4615532 73451.1329583 42300.5879356 8328.59216929 
32 37927.2388083 89888.206044 51715.5770382 9826.36793209 
