1 4736.03644202 3665.80984373 4739.09821426 3445.57490545 3837.33857059 3446.10251664 4712.60167298 3693.13449434 4621.31282611 
8 37480.5194317 28941.8315368 37510.3430491 27157.7375441 30169.7090456 26906.7092865 37229.8447217 29084.5846123 37132.4207122 
16 73563.3103259 57324.8984181 74390.9771821 53768.9928949 59919.1863656 53834.3665645 73572.5456242 57780.7732568 70187.7637525 
32 85487.3946509 73255.9267637 86148.8388852 58139.4534736 64150.8169732 57981.8920748 85638.3603696 73718.3746881 85611.3867392 
