1 309.551778644 1848.95078635 371.462134372 312.30117853 
8 2508.26967451 14981.8786614 3009.92360941 2402.58447627 
16 4990.31625443 29807.1269472 5988.37950532 4843.8213771 
32 5933.76236646 35442.3245168 7120.51483975 6096.07636401 
