1 768.199252031 1534.41947542 1075.08314712 1011.98470068 
6 4666.03998378 9320.05935348 6530.05185448 5865.78208942 
12 9366.78223217 18709.4338365 13108.6689995 12054.8444205 
24 9792.30483406 19559.3828124 13704.1813965 12479.6658027 
