1 256.606625214 493.313951559 364.129545885 944.330471475 1190.16686817 1441.15359538 768.199252031 1465.27754644 1346.65687945 
6 1566.45333536 2998.93196945 2222.43586246 5724.19066889 7153.67231643 8726.38235519 4666.03998378 8877.21718887 8105.67692132 
12 3199.25458133 6027.16090184 4472.44744902 11500.0138998 14395.695173 17520.6244099 9366.78223217 17843.8893358 16464.4471964 
24 3339.67888248 6766.9213178 4566.27142087 12023.6252683 15043.4540809 18848.389251 9792.30483406 20323.9432807 17326.8596031 
