1 469.849273502 602.142743411 471.973530652 1504.7695753 1159.67292767 1508.00994648 1630.83447275 1608.13219036 1629.46091203 
2 396.961657406 592.440004299 466.689732301 1384.177363 1285.55217906 1685.31641804 1371.00368171 1771.92005685 1764.47679852 
4 359.945760055 590.517645076 470.055059484 1322.73999204 1406.44716134 1830.17118743 1242.43822136 1913.37974483 1861.66501714 
10 330.465161476 569.828313194 467.840076687 1254.18986692 1475.27491964 1906.55170354 1117.40653878 1918.94258227 1914.17315123 
30 317.247783668 590.857513475 467.684541868 1223.91970838 1515.58724523 1950.52442754 1092.92475159 2031.59038733 1940.21758158 
50 315.137486399 590.867644622 458.806189597 1218.97435429 1522.80876103 1963.32065964 1083.84130062 2046.25746127 1944.31644025 
100 307.927950256 591.388295805 467.722588812 1213.39554484 1527.82489924 1962.85988127 1075.08314712 2049.45921462 1944.07490058 
