1 364.129545885 2170.77838952 467.722588812 428.217871317 
6 2222.43586246 13097.7364044 2854.70780057 2376.03630194 
12 4472.44744902 26153.4046474 5744.83648146 4802.44223577 
24 4566.27142087 26402.6398753 5865.35290619 5105.35002506 
