1 944.330471475 2959.71580697 1213.39554484 1065.48942886 
6 5724.19066889 18205.4836515 7355.16608351 6000.16267049 
12 11500.0138998 36932.2469049 14776.6762305 12103.5233689 
24 12023.6252683 39148.9700289 15449.4785184 13173.9839845 
