1 493.364732968 2946.86438235 590.867644622 459.80443 
6 2980.37595962 17805.8535943 3569.38306626 2332.20068835 
12 6008.71592313 35903.6153778 7196.20918857 4818.34098735 
24 6776.07818367 40497.6148021 8115.22406978 5697.13517816 
