1 948.498809078 2975.2309973 1218.97435429 983.636716937 
6 5707.89648638 18093.5006292 7335.57002627 5040.43893815 
12 11542.6232436 36837.4855351 14834.1374607 9843.37035809 
24 11970.4819214 38579.0927514 15384.0050519 11331.420039 
